F5 Sample ID	FFID	F5 CAGE Lib ID	F5 RNASEQ Lib ID	ROADMAP Matching Sample	Facet ontology ID	Facet ontology term	F5 Sample Type	F5 Sample Description	ROADMAP_Description	Note
10496	FF:10496-107C1	CNhs11265	__na	__na	__na	__na	cell_line	bile duct carcinoma cell line:TFK-1	__na	__na
10495	FF:10495-107B9	CNhs14239	__na	__na	__na	__na	cell_line	epithelioid sarcoma cell line:HS-ES-2R	__na	__na
10494	FF:10494-107B8	CNhs11264	__na	__na	__na	__na	cell_line	mesothelioma cell line:ACC-MESO-4	__na	__na
10493	FF:10493-107B7	CNhs11263	__na	__na	__na	__na	cell_line	mesothelioma cell line:ACC-MESO-1	__na	__na
10492	FF:10492-107B6	CNhs11261	__na	__na	__na	__na	cell_line	transitional-cell carcinoma cell line:JMSU1	__na	__na
10490	FF:10490-107B4	CNhs11260	__na	__na	__na	__na	cell_line	prostate cancer cell line:DU145	__na	__na
10488	FF:10488-107B2	CNhs11259	RDhi10070	__na	__na	__na	cell_line	ductal cell carcinoma cell line:MIA Paca2	__na	__na
10487	FF:10487-107B1	CNhs11274	__na	__na	__na	__na	cell_line	giant cell carcinoma cell line:LU65	__na	__na
10486	FF:10486-107A9	CNhs11273	__na	__na	__na	__na	cell_line	squamous cell lung carcinoma cell line:EBC-1	__na	__na
10485	FF:10485-107A8	CNhs11272	__na	__na	__na	__na	cell_line	glioblastoma cell line:T98G	__na	__na
10484	FF:10484-107A7	CNhs11271	__na	__na	__na	__na	cell_line	hepatoma cell line:Li-7	__na	__na
10483	FF:10483-107A6	CNhs11270	__na	__na	__na	__na	cell_line	signet ring carcinoma cell line:NUGC-4	__na	__na
10482	FF:10482-107A5	CNhs11943	__na	__na	__na	__na	cell_line	breast carcinoma cell line:MCF7	__na	__na
10477	FF:10477-106I9	CNhs11269	__na	__na	__na	__na	cell_line	rhabdomyosarcoma cell line:RMS-YM	__na	__na
10476	FF:10476-106I8	CNhs11268	__na	__na	__na	__na	cell_line	Burkitt's lymphoma cell line:RAJI	__na	__na
10475	FF:10475-106I7	CNhs11267	RDhi10069	__na	__na	__na	cell_line	retinoblastoma cell line:Y79	__na	__na
10474	FF:10474-106I6	CNhs11258	RDhi10068	__na	__na	__na	cell_line	myeloma cell line:PCM6	__na	__na
10471	FF:10471-106I3	CNhs11257	__na	__na	__na	__na	cell_line	renal cell carcinoma cell line:TUHR10TKB	__na	__na
10470	FF:10470-106I2	CNhs11256	__na	__na	__na	__na	cell_line	gall bladder carcinoma cell line:TGBC14TKB	__na	__na
10469	FF:10469-106I1	CNhs11255	__na	__na	__na	__na	cell_line	rectal cancer cell line:TT1TKB	__na	__na
10465	FF:10465-106H6	CNhs11254	__na	__na	__na	__na	cell_line	melanoma cell line:G-361	__na	__na
10464	FF:10464-106H5	CNhs11253	__na	__na	__na	__na	cell_line	acute lymphoblastic leukemia (T-ALL) cell line:Jurkat	__na	__na
10463	FF:10463-106H4	CNhs11252	__na	__na	__na	__na	cell_line	squamous cell carcinoma cell line:EC-GI-10	__na	__na
10457	FF:10457-106G7	CNhs14238	__na	__na	__na	__na	cell_line	squamous cell lung carcinoma cell line:LC-1F	__na	__na
10455	FF:10455-106G5	CNhs11251	__na	__na	__na	__na	cell_line	acute lymphoblastic leukemia (B-ALL) cell line:BALL-1	__na	__na
10454	FF:10454-106G4	CNhs11250	__na	__na	__na	__na	cell_line	chronic myelogenous leukemia cell line:K562	__na	__na
10453	FF:10453-106G3	CNhs11050	__na	__na	__na	__na	cell_line	cord blood derived cell line:COBL-a 24h infection	__na	__na
10452	FF:10452-106G2	CNhs11049	__na	__na	__na	__na	cell_line	cord blood derived cell line:COBL-a 24h infection(-C)	__na	__na
10451	FF:10451-106G1	CNhs11047	__na	__na	__na	__na	cell_line	embryonic kidney cell line: HEK293/SLAM infection, 24hr	__na	__na
10450	FF:10450-106F9	CNhs11046	__na	__na	__na	__na	cell_line	embryonic kidney cell line: HEK293/SLAM untreated	__na	__na
10449	FF:10449-106F8	CNhs11045	__na	__na	__na	__na	cell_line	cord blood derived cell line:COBL-a untreated	__na	__na
10448	FF:10448-106F7	CNhs11249	__na	__na	__na	__na	cell_line	endometrial stromal sarcoma cell line:OMC-9	__na	__na
10444	FF:10444-106F3	CNhs11185	__na	__na	__na	__na	cell_line	glioblastoma cell line:A172, tech_rep1	__na	__na
10444	FF:10444-106F3	CNhs11248	__na	__na	__na	__na	cell_line	glioblastoma cell line:A172, tech_rep2	__na	__na
10443	FF:10443-106F2	CNhs11247	__na	__na	__na	__na	cell_line	epithelioid sarcoma cell line:HS-ES-1	__na	__na
10442	FF:10442-106F1	CNhs11183	__na	__na	__na	__na	cell_line	schwannoma cell line:HS-PSS, tech_rep1	__na	__na
10442	FF:10442-106F1	CNhs11245	__na	__na	__na	__na	cell_line	schwannoma cell line:HS-PSS, tech_rep2	__na	__na
10441	FF:10441-106E9	CNhs11244	__na	__na	__na	__na	cell_line	synovial sarcoma cell line:HS-SY-II	__na	__na
10439	FF:10439-106E7	CNhs11243	__na	__na	__na	__na	cell_line	prostate cancer cell line:PC-3	__na	__na
10438	FF:10438-106E6	CNhs11100	__na	__na	__na	__na	cell_line	ductal cell carcinoma cell line:KLM-1	__na	__na
10437	FF:10437-106E5	CNhs11716	__na	__na	__na	__na	cell_line	papillary adenocarcinoma cell line:8505C	__na	__na
10436	FF:10436-106E4	CNhs10753	__na	__na	__na	__na	cell_line	signet ring carcinoma cell line:Kato III	__na	__na
10435	FF:10435-106E3	CNhs11715	__na	__na	__na	__na	cell_line	Hodgkin's lymphoma cell line:HD-Mar2	__na	__na
10434	FF:10434-106E2	CNhs10752	__na	__na	__na	__na	cell_line	oral squamous cell carcinoma cell line:Ca9-22	__na	__na
10433	FF:10433-106E1	CNhs10751	__na	__na	__na	__na	cell_line	giant cell carcinoma cell line:Lu99B	__na	__na
10432	FF:10432-106D9	CNhs10750	__na	__na	__na	__na	cell_line	bile duct carcinoma cell line:HuCCT1	__na	__na
10431	FF:10431-106D8	CNhs10748	__na	__na	__na	__na	cell_line	epidermoid carcinoma cell line:Ca Ski	__na	__na
10430	FF:10430-106D7	CNhs10747	__na	__na	__na	__na	cell_line	non T non B acute lymphoblastic leukemia (ALL) cell line:P30/OHK	__na	__na
10429	FF:10429-106D6	CNhs10746	RDhi10067	__na	__na	__na	cell_line	acute lymphoblastic leukemia (T-ALL) cell line:HPB-ALL	__na	__na
10428	FF:10428-106D5	CNhs10745	__na	__na	__na	__na	cell_line	anaplastic carcinoma cell line:8305C	__na	__na
10427	FF:10427-106D4	CNhs10744	__na	__na	__na	__na	cell_line	b cell line:RPMI1788	__na	__na
10426	FF:10426-106D3	CNhs10743	__na	__na	__na	__na	cell_line	epidermoid carcinoma cell line:A431	__na	__na
10425	FF:10425-106D2	CNhs10742	__na	__na	__na	__na	cell_line	astrocytoma cell line:TM-31	__na	__na
10424	FF:10424-106D1	CNhs10741	__na	__na	__na	__na	cell_line	splenic lymphoma with villous lymphocytes cell line:SLVL	__na	__na
10423	FF:10423-106C9	CNhs10740	RDhi10066	__na	__na	__na	cell_line	choriocarcinoma cell line:BeWo	__na	__na
10422	FF:10422-106C8	CNhs10739	RDhi10065	__na	__na	__na	cell_line	Burkitt's lymphoma cell line:DAUDI	__na	__na
10421	FF:10421-106C7	CNhs10738	RDhi10064	__na	__na	__na	cell_line	adult T-cell leukemia cell line:ATN-1	__na	__na
10420	FF:10420-106C6	CNhs10737	RDhi10063	__na	__na	__na	cell_line	colon carcinoma cell line:COLO-320	__na	__na
10419	FF:10419-106C5	CNhs10736	__na	__na	__na	__na	cell_line	breast carcinoma cell line:MDA-MB-453	__na	__na
10418	FF:10418-106C4	CNhs10735	__na	__na	__na	__na	cell_line	transitional-cell carcinoma cell line:5637	__na	__na
10417	FF:10417-106C3	CNhs10734	__na	__na	__na	__na	cell_line	papillotubular adenocarcinoma cell line:TGBC18TKB	__na	__na
10416	FF:10416-106C2	CNhs11714	__na	__na	__na	__na	cell_line	chronic lymphocytic leukemia (T-CLL) cell line:SKW-3	__na	__na
10415	FF:10415-106C1	CNhs10733	__na	__na	__na	__na	cell_line	gall bladder carcinoma cell line:TGBC2TKB	__na	__na
10414	FF:10414-106B9	CNhs10732	__na	__na	__na	__na	cell_line	maxillary sinus tumor cell line:HSQ-89	__na	__na
10413	FF:10413-106B8	CNhs10731	__na	__na	__na	__na	cell_line	glioma cell line:GI-1	__na	__na
10412	FF:10412-106B7	CNhs10730	__na	__na	__na	__na	cell_line	malignant trichilemmal cyst cell line:DJM-1	__na	__na
10411	FF:10411-106B6	CNhs10729	RDhi10062	__na	__na	__na	cell_line	renal cell carcinoma cell line:OS-RC-2	__na	__na
10410	FF:10410-106B5	CNhs10728	RDhi10061	__na	__na	__na	cell_line	extraskeletal myxoid chondrosarcoma cell line:H-EMC-SS	__na	__na
10409	FF:10409-106B4	CNhs10727	__na	__na	__na	__na	cell_line	chronic myelogenous leukemia cell line:KU812	__na	__na
10408	FF:10408-106B3	CNhs10726	__na	__na	__na	__na	cell_line	lung adenocarcinoma cell line:PC-14	__na	__na
10405	FF:10405-106A9	CNhs10724	__na	__na	__na	__na	cell_line	acute myeloid leukemia (FAB M5) cell line:THP-1 (thawed)	__na	__na
10400	FF:10400-106A4	CNhs10723	__na	__na	__na	__na	cell_line	acute myeloid leukemia (FAB M5) cell line:THP-1 (revived)	__na	__na
10399	FF:10399-106A3	CNhs10722	__na	__na	__na	__na	cell_line	acute myeloid leukemia (FAB M5) cell line:THP-1 (fresh)	__na	__na
14335	FF:14335-155F6	CNhs14565	__na	__na	__na	__na	fractionation	Small Airway Epithelial Cells donor2 (nuclear fraction)	__na	__na
14334	FF:14334-155F5	CNhs14564	__na	__na	__na	__na	fractionation	Small Airway Epithelial Cells donor2 (cytoplasmic fraction)	__na	__na
14332	FF:14332-155F3	CNhs12581	__na	__na	__na	__na	fractionation	Fibroblast - Aortic Adventitial, donor2 (nuclear fraction)	__na	__na
14331	FF:14331-155F2	CNhs14558	__na	__na	__na	__na	fractionation	Fibroblast - Aortic Adventitial donor2 (cytoplasmic fraction)	__na	__na
14329	FF:14329-155E9	CNhs12405	__na	__na	__na	__na	fractionation	Fibroblast - skin dystrophia myotonica, donor1 (nuclear fraction)	__na	__na
14326	FF:14326-155E6	CNhs12404	__na	__na	__na	__na	fractionation	Fibroblast - skin spinal muscular atrophy, donor1 (nuclear fraction)	__na	__na
14323	FF:14323-155E3	CNhs12403	__na	__na	__na	__na	fractionation	Fibroblast - skin normal, donor1 (nuclear fraction)	__na	__na
14322	FF:14322-155E2	CNhs14560	__na	__na	__na	__na	fractionation	Fibroblast - skin, normal donor1 (cytoplasmic fraction)	__na	__na
14320	FF:14320-155D9	CNhs12584	RDhi10020	__na	__na	__na	fractionation	Preadipocyte - breast, donor2 (nuclear fraction)	__na	__na
14319	FF:14319-155D8	CNhs14562	__na	__na	__na	__na	fractionation	Preadipocyte - breast donor2 (cytoplasmic fraction)	__na	__na
14317	FF:14317-155D6	CNhs12583	RDhi10013	__na	__na	__na	fractionation	Small Airway Epithelial Cells, donor3 (nuclear fraction)	__na	__na
14316	FF:14316-155D5	CNhs14563	__na	__na	__na	__na	fractionation	Small Airway Epithelial Cells donor3 (cytoplasmic fraction)	__na	__na
14314	FF:14314-155D3	CNhs12402	RDhi10006	__na	__na	__na	fractionation	Smooth Muscle Cells - Aortic, donor0 (nuclear fraction)	__na	__na
14313	FF:14313-155D2	CNhs12401	__na	__na	__na	__na	fractionation	Smooth Muscle Cells - Aortic, donor0 (cytoplasmic fraction)	__na	__na
14311	FF:14311-155C9	CNhs12400	__na	__na	__na	__na	fractionation	Fibroblast - Aortic Adventitial, donor3 (nuclear fraction)	__na	__na
14310	FF:14310-155C8	CNhs14559	__na	__na	__na	__na	fractionation	Fibroblast - Aortic Adventitial donor3 (cytoplasmic fraction)	__na	__na
14308	FF:14308-155C6	CNhs12399	__na	__na	__na	__na	fractionation	Fibroblast - skin dystrophia myotonica, donor3 (nuclear fraction)	__na	__na
14305	FF:14305-155C3	CNhs12398	__na	__na	__na	__na	fractionation	Fibroblast - skin spinal muscular atrophy, donor3 (nuclear fraction)	__na	__na
14302	FF:14302-155B9	CNhs12582	__na	__na	__na	__na	fractionation	Fibroblast - skin normal, donor2 (nuclear fraction)	__na	__na
14301	FF:14301-155B8	CNhs14561	__na	__na	__na	__na	fractionation	Fibroblast - skin, normal donor2 (cytoplasmic fraction)	__na	__na
14298	FF:14298-155B5	CNhs14556	__na	__na	__na	__na	fractionation	acute myeloid leukemia (FAB M5) cell line:THP-1 (cytoplasmic fraction)	__na	__na
12184	FF:12184-129A6	CNhs11949	RDhi10005	__na	UBERON:0000178	blood	primary_cell	Whole blood (ribopure), donor090612, donation3	__na	__na
12183	FF:12183-129A5	CNhs11673	RDhi10004	__na	UBERON:0000178	blood	primary_cell	Whole blood (ribopure), donor090612, donation2	__na	__na
12182	FF:12182-129A4	CNhs11672	RDhi10003	__na	UBERON:0000178	blood	primary_cell	Whole blood (ribopure), donor090612, donation1	__na	__na
12181	FF:12181-129A3	CNhs11948	RDhi10002	__na	UBERON:0000178	blood	primary_cell	Whole blood (ribopure), donor090309, donation3	__na	__na
12180	FF:12180-129A2	CNhs11671	RDhi10001	__na	UBERON:0000178	blood	primary_cell	Whole blood (ribopure), donor090309, donation2	__na	__na
12177	FF:12177-128I8	CNhs11076	__na	__na	UBERON:0000178	blood	primary_cell	Whole blood (ribopure), donor090325, donation2	__na	__na
12176	FF:12176-128I7	CNhs11075	__na	__na	UBERON:0000178	blood	primary_cell	Whole blood (ribopure), donor090325, donation1	__na	__na
11335	FF:11335-117F3	CNhs11976	__na	__na	CL:1000487	smooth muscle cell of prostate	primary_cell	Smooth Muscle Cells - Prostate, donor2	__na	__na
11257	FF:11257-116F6	CNhs11920	__na	__na	CL:1000487	smooth muscle cell of prostate	primary_cell	Smooth Muscle Cells - Prostate, donor1	__na	__na
11601	FF:11601-120H8	CNhs12092	__na	__na	CL:1000398	endothelial cell of hepatic sinusoid	primary_cell	Hepatic Sinusoidal Endothelial Cells, donor2	__na	__na
11521	FF:11521-119H9	CNhs12075	__na	__na	CL:1000398	endothelial cell of hepatic sinusoid	primary_cell	Hepatic Sinusoidal Endothelial Cells, donor1	__na	__na
11401	FF:11401-118D6	CNhs12011	__na	__na	CL:1000306	fibroblast of tunica adventitia of artery	primary_cell	Fibroblast - Aortic Adventitial, donor3	__na	__na
11245	FF:11245-116E3	CNhs10874	__na	__na	CL:1000306	fibroblast of tunica adventitia of artery	primary_cell	Fibroblast - Aortic Adventitial, donor1	__na	__na
11379	FF:11379-118B2	CNhs11903	__na	__na	CL:0002621	gingival epithelial cell	primary_cell	Gingival epithelial cells, donor3 (GEA15)	__na	__na
11302	FF:11302-117B6	CNhs11896	__na	__na	CL:0002621	gingival epithelial cell	primary_cell	Gingival epithelial cells, donor2 (GEA14)	__na	__na
11221	FF:11221-116B6	CNhs11061	__na	__na	CL:0002621	gingival epithelial cell	primary_cell	Gingival epithelial cells, donor1 (GEA11)	__na	__na
11561	FF:11561-120D4	CNhs11914	__na	__na	CL:0002620	skin fibroblast	primary_cell	Fibroblast - skin normal, donor2	__na	__na
11560	FF:11560-120D3	CNhs11913	__na	__na	CL:0002620	skin fibroblast	primary_cell	Fibroblast - skin dystrophia myotonica, donor3	__na	__na
11559	FF:11559-120D2	CNhs11912	__na	__na	CL:0002620	skin fibroblast	primary_cell	Fibroblast - skin spinal muscular atrophy, donor3	__na	__na
11558	FF:11558-120D1	CNhs11911	__na	__na	CL:0002620	skin fibroblast	primary_cell	Fibroblast - skin spinal muscular atrophy, donor2	__na	__na
11557	FF:11557-120C9	CNhs11354	__na	__na	CL:0002620	skin fibroblast	primary_cell	Fibroblast - skin dystrophia myotonica, donor2	__na	__na
11556	FF:11556-120C8	CNhs11353	__na	__na	CL:0002620	skin fibroblast	primary_cell	Fibroblast - skin dystrophia myotonica, donor1	__na	__na
11555	FF:11555-120C7	CNhs11074	__na	__na	CL:0002620	skin fibroblast	primary_cell	Fibroblast - skin spinal muscular atrophy, donor1	__na	__na
11554	FF:11554-120C6	CNhs11352	__na	__na	CL:0002620	skin fibroblast	primary_cell	Fibroblast - skin walker warburg, donor1	__na	__na
11553	FF:11553-120C5	CNhs11351	__na	__na	CL:0002620	skin fibroblast	primary_cell	Fibroblast - skin normal, donor1	__na	__na
11458	FF:11458-119A9	CNhs12059	__na	E126	CL:0002620	skin fibroblast	primary_cell	Fibroblast - Dermal, donor6	NHDF-Ad Adult Dermal Fibroblast Primary Cells	__na
11454	FF:11454-119A5	CNhs12055	__na	E126	CL:0002620	skin fibroblast	primary_cell	Fibroblast - Dermal, donor5	NHDF-Ad Adult Dermal Fibroblast Primary Cells	__na
11450	FF:11450-119A1	CNhs12052	__na	E126	CL:0002620	skin fibroblast	primary_cell	Fibroblast - Dermal, donor4	NHDF-Ad Adult Dermal Fibroblast Primary Cells	__na
11418	FF:11418-118F5	CNhs12028	__na	E126	CL:0002620	skin fibroblast	primary_cell	Fibroblast - Dermal, donor3	NHDF-Ad Adult Dermal Fibroblast Primary Cells	__na
11346	FF:11346-117G5	CNhs11379	__na	E126	CL:0002620	skin fibroblast	primary_cell	Fibroblast - Dermal, donor2	NHDF-Ad Adult Dermal Fibroblast Primary Cells	__na
11269	FF:11269-116G9	CNhs12499	__na	E126	CL:0002620	skin fibroblast	primary_cell	Fibroblast - Dermal, donor1	NHDF-Ad Adult Dermal Fibroblast Primary Cells	__na
11466	FF:11466-119B8	CNhs11927	__na	__na	CL:0002601	uterine smooth muscle cell	primary_cell	Smooth Muscle Cells - Uterine, donor3	__na	__na
11674	FF:11674-122G9	CNhs12894	__na	__na	CL:0002600	smooth muscle cell of trachea	primary_cell	Smooth Muscle Cells - Tracheal, donor3	__na	__na
11513	FF:11513-119H1	CNhs11329	__na	__na	CL:0002600	smooth muscle cell of trachea	primary_cell	Smooth Muscle Cells - Tracheal, donor1	__na	__na
11508	FF:11508-119G5	CNhs11324	__na	__na	CL:0002599	smooth muscle cell of the esophagus	primary_cell	Smooth Muscle Cells - Esophageal, donor1	__na	__na
11512	FF:11512-119G9	CNhs11328	__na	__na	CL:0002598	bronchial smooth muscle cell	primary_cell	Smooth Muscle Cells - Bronchial, donor1	__na	__na
11689	FF:11689-122I6	CNhs12733	__na	__na	CL:0002586	retinal pigment epithelial cell	primary_cell	Retinal Pigment Epithelial Cells, donor3	__na	__na
11528	FF:11528-119I7	CNhs11338	__na	__na	CL:0002586	retinal pigment epithelial cell	primary_cell	Retinal Pigment Epithelial Cells, donor1	__na	__na
11215	FF:11215-116A9	CNhs10842	__na	__na	CL:0002586	retinal pigment epithelial cell	primary_cell	Retinal Pigment Epithelial Cells, donor0	__na	__na
11427	FF:11427-118G5	CNhs12037	__na	__na	CL:0002577	placental epithelial cell	primary_cell	Placental Epithelial Cells, donor3	__na	__na
11355	FF:11355-117H5	CNhs11386	__na	__na	CL:0002577	placental epithelial cell	primary_cell	Placental Epithelial Cells, donor2	__na	__na
11278	FF:11278-116H9	CNhs11079	__na	__na	CL:0002577	placental epithelial cell	primary_cell	Placental Epithelial Cells, donor1	__na	__na
11530	FF:11530-119I9	CNhs12596	__na	__na	CL:0002565	iris pigment epithelial cell	primary_cell	Iris Pigment Epithelial Cells, donor1	__na	__na
11246	FF:11246-116E4	CNhs10875	__na	__na	CL:0002563	intestinal epithelial cell	primary_cell	Intestinal epithelial cells (polarized), donor1	__na	__na
11504	FF:11504-119G1	CNhs12339	__na	__na	CL:0002559	hair follicle cell	primary_cell	Hair Follicle Outer Root Sheath Cells, donor1	__na	__na
11420	FF:11420-118F7	CNhs12030	__na	__na	CL:0002559	hair follicle cell	primary_cell	Hair Follicle Dermal Papilla Cells, donor3	__na	__na
11348	FF:11348-117G7	CNhs11979	__na	__na	CL:0002559	hair follicle cell	primary_cell	Hair Follicle Dermal Papilla Cells, donor2	__na	__na
11271	FF:11271-116H2	CNhs12501	__na	__na	CL:0002559	hair follicle cell	primary_cell	Hair Follicle Dermal Papilla Cells, donor1	__na	__na
11250	FF:11250-116E8	CNhs10878	__na	__na	CL:0002557	fibroblast of pulmonary artery	primary_cell	Fibroblast - Pulmonary Artery, donor1	__na	__na
11395	FF:11395-118C9	CNhs11907	__na	__na	CL:0002556	fibroblast of periodontium	primary_cell	Fibroblast - Periodontal Ligament, donor3	__na	__na
11380	FF:11380-118B3	CNhs11996	__na	__na	CL:0002556	fibroblast of periodontium	primary_cell	Fibroblast - Periodontal Ligament, donor6 (PLH3)	__na	__na
11319	FF:11319-117D5	CNhs11962	__na	__na	CL:0002556	fibroblast of periodontium	primary_cell	Fibroblast - Periodontal Ligament, donor2	__na	__na
11304	FF:11304-117B8	CNhs11953	__na	__na	CL:0002556	fibroblast of periodontium	primary_cell	Fibroblast - Periodontal Ligament, donor5 (PL30)	__na	__na
11238	FF:11238-116D5	CNhs10867	__na	__na	CL:0002556	fibroblast of periodontium	primary_cell	Fibroblast - Periodontal Ligament, donor1	__na	__na
11223	FF:11223-116B8	CNhs12493	__na	__na	CL:0002556	fibroblast of periodontium	primary_cell	Fibroblast - Periodontal Ligament, donor4 (PL29)	__na	__na
11667	FF:11667-122G2	CNhs12118	__na	__na	CL:0002554	fibroblast of lymphatic vessel	primary_cell	Fibroblast - Lymphatic, donor3	__na	__na
11506	FF:11506-119G3	CNhs11322	__na	__na	CL:0002554	fibroblast of lymphatic vessel	primary_cell	Fibroblast - Lymphatic, donor1	__na	__na
11394	FF:11394-118C8	CNhs12006	__na	__na	CL:0002552	fibroblast of gingiva	primary_cell	Fibroblast - Gingival, donor3	__na	__na
11318	FF:11318-117D4	CNhs11961	__na	__na	CL:0002552	fibroblast of gingiva	primary_cell	Fibroblast - Gingival, donor2	__na	__na
11303	FF:11303-117B7	CNhs11952	__na	__na	CL:0002552	fibroblast of gingiva	primary_cell	Fibroblast - Gingival, donor5 (GFH3)	__na	__na
11237	FF:11237-116D4	CNhs10866	__na	__na	CL:0002552	fibroblast of gingiva	primary_cell	Fibroblast - Gingival, donor1	__na	__na
11222	FF:11222-116B7	CNhs10848	__na	__na	CL:0002552	fibroblast of gingiva	primary_cell	Fibroblast - Gingival, donor4 (GFH2)	__na	__na
11531	FF:11531-120A1	CNhs11339	__na	__na	CL:0002550	fibroblast of the conjuctiva	primary_cell	Fibroblast - Conjunctival, donor1	__na	__na
11572	FF:11572-120E6	CNhs12344	__na	__na	CL:0002549	fibroblast of choroid plexus	primary_cell	Fibroblast - Choroid Plexus, donor2	__na	__na
11492	FF:11492-119E7	CNhs11319	__na	__na	CL:0002549	fibroblast of choroid plexus	primary_cell	Fibroblast - Choroid Plexus, donor1	__na	__na
11460	FF:11460-119B2	CNhs12061	__na	__na	CL:0002548	cardiac fibroblast	primary_cell	Fibroblast - Cardiac, donor6	__na	__na
11456	FF:11456-119A7	CNhs12057	__na	__na	CL:0002548	cardiac fibroblast	primary_cell	Fibroblast - Cardiac, donor5	__na	__na
11452	FF:11452-119A3	CNhs11909	__na	__na	CL:0002548	cardiac fibroblast	primary_cell	Fibroblast - Cardiac, donor4	__na	__na
11417	FF:11417-118F4	CNhs12027	__na	__na	CL:0002548	cardiac fibroblast	primary_cell	Fibroblast - Cardiac, donor3	__na	__na
11345	FF:11345-117G4	CNhs11378	__na	__na	CL:0002548	cardiac fibroblast	primary_cell	Fibroblast - Cardiac, donor2	__na	__na
11268	FF:11268-116G8	CNhs12498	__na	__na	CL:0002548	cardiac fibroblast	primary_cell	Fibroblast - Cardiac, donor1	__na	__na
11694	FF:11694-123A2	CNhs12125	__na	__na	CL:0002536	amniotic epithelial cell	primary_cell	Amniotic Epithelial Cells, donor3	__na	__na
11533	FF:11533-120A3	CNhs11341	__na	__na	CL:0002536	amniotic epithelial cell	primary_cell	Amniotic Epithelial Cells, donor1	__na	__na
11783	FF:11783-124B1	CNhs13080	__na	__na	CL:0002518	kidney epithelial cell	primary_cell	Renal Glomerular Endothelial Cells, donor4	__na	__na
11679	FF:11679-122H5	CNhs12121	__na	__na	CL:0002518	kidney epithelial cell	primary_cell	Renal Mesangial Cells, donor3	__na	__na
11678	FF:11678-122H4	CNhs12732	__na	__na	CL:0002518	kidney epithelial cell	primary_cell	Renal Epithelial Cells, donor3	__na	__na
11676	FF:11676-122H2	CNhs12120	__na	__na	CL:0002518	kidney epithelial cell	primary_cell	Renal Proximal Tubular Epithelial Cell, donor3	__na	__na
11675	FF:11675-122H1	CNhs12624	__na	__na	CL:0002518	kidney epithelial cell	primary_cell	Renal Glomerular Endothelial Cells, donor3	__na	__na
