F5 Sample ID	FFID	F5 CAGE Lib ID	F5 RNASEQ Lib ID	ROADMAP Matching Sample	Facet ontology ID	Facet ontology term	F5 Sample Type	F5 Sample Description	ROADMAP_Description	Note
__na	__na	CNhs12966	__na	__na	__na	__na	qualitycontrol	THP-1 standard 5000ng TEX treated replicate1	__na	quality control libraries
__na	__na	CNhs12967	__na	__na	__na	__na	qualitycontrol	THP-1 standard 5000ng TEX treated replicate2	__na	quality control libraries
14385	FF:14385-156C2	CNhs14219	__na	__na	__na	__na	timecourse	hIPS +CCl2, biol_rep3	__na	__na
14384	FF:14384-156C1	CNhs14218	__na	__na	__na	__na	timecourse	hIPS +CCl2, biol_rep2	__na	__na
14383	FF:14383-156B9	CNhs14217	__na	__na	__na	__na	timecourse	hIPS +CCl2, biol_rep1	__na	__na
14382	FF:14382-156B8	CNhs14216	__na	__na	__na	__na	timecourse	hIPS, biol_rep3	__na	__na
14381	FF:14381-156B7	CNhs14215	__na	__na	__na	__na	timecourse	hIPS, biol_rep2	__na	__na
14380	FF:14380-156B6	CNhs14214	__na	__na	__na	__na	timecourse	hIPS, biol_rep1	__na	__na
13687	FF:13687-147F6	CNhs14543	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 60hr00min, biol_rep3	__na	__na
13686	FF:13686-147F5	CNhs14542	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 60hr00min, biol_rep2	__na	__na
13685	FF:13685-147F4	CNhs14541	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 60hr00min, biol_rep1	__na	__na
13684	FF:13684-147F3	CNhs14540	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 42hr00min, biol_rep3	__na	__na
13683	FF:13683-147F2	CNhs14539	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 42hr00min, biol_rep2	__na	__na
13682	FF:13682-147F1	CNhs14538	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 42hr00min, biol_rep1	__na	__na
13681	FF:13681-147E9	CNhs14537	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 24hr00min, biol_rep3	__na	__na
13680	FF:13680-147E8	CNhs14536	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 24hr00min, biol_rep2	__na	__na
13679	FF:13679-147E7	CNhs14535	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 24hr00min, biol_rep1	__na	__na
13678	FF:13678-147E6	CNhs14534	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 16hr00min, biol_rep3	__na	__na
13677	FF:13677-147E5	CNhs14533	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 16hr00min, biol_rep2	__na	__na
13676	FF:13676-147E4	CNhs14532	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 16hr00min, biol_rep1	__na	__na
13675	FF:13675-147E3	CNhs14531	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 12hr00min, biol_rep3	__na	__na
13674	FF:13674-147E2	CNhs14530	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 12hr00min, biol_rep2	__na	__na
13672	FF:13672-147D9	CNhs14528	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 08hr00min, biol_rep3	__na	__na
13671	FF:13671-147D8	CNhs14527	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 08hr00min, biol_rep2	__na	__na
13670	FF:13670-147D7	CNhs14526	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 08hr00min, biol_rep1	__na	__na
13669	FF:13669-147D6	CNhs14525	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 07hr00min, biol_rep3	__na	__na
13668	FF:13668-147D5	CNhs14524	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 07hr00min, biol_rep2	__na	__na
13667	FF:13667-147D4	CNhs14523	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 07hr00min, biol_rep1	__na	__na
13666	FF:13666-147D3	CNhs14522	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 06hr00min, biol_rep3	__na	__na
13665	FF:13665-147D2	CNhs14520	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 06hr00min, biol_rep2	__na	__na
13664	FF:13664-147D1	CNhs14519	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 06hr00min, biol_rep1	__na	__na
13663	FF:13663-147C9	CNhs14518	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 05hr00min, biol_rep3	__na	__na
13662	FF:13662-147C8	CNhs14501	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 05hr00min, biol_rep2	__na	__na
13661	FF:13661-147C7	CNhs14500	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 05hr00min, biol_rep1	__na	__na
13660	FF:13660-147C6	CNhs14499	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 04hr00min, biol_rep3	__na	__na
13659	FF:13659-147C5	CNhs14498	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 04hr00min, biol_rep2	__na	__na
13658	FF:13658-147C4	CNhs14497	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 04hr00min, biol_rep1	__na	__na
13657	FF:13657-147C3	CNhs14496	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 03hr30min, biol_rep3	__na	__na
13656	FF:13656-147C2	CNhs14495	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 03hr30min, biol_rep2	__na	__na
13655	FF:13655-147C1	CNhs14494	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 03hr30min, biol_rep1	__na	__na
13654	FF:13654-147B9	CNhs14493	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 03hr00min, biol_rep3	__na	__na
13653	FF:13653-147B8	CNhs14492	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 03hr00min, biol_rep2	__na	__na
13652	FF:13652-147B7	CNhs14491	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 03hr00min, biol_rep1	__na	__na
13651	FF:13651-147B6	CNhs14490	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 02hr30min, biol_rep3	__na	__na
13650	FF:13650-147B5	CNhs14489	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 02hr30min, biol_rep2	__na	__na
13649	FF:13649-147B4	CNhs14488	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 02hr30min, biol_rep1	__na	__na
13648	FF:13648-147B3	CNhs14487	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 02hr00min, biol_rep3	__na	__na
13647	FF:13647-147B2	CNhs14486	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 02hr00min, biol_rep2	__na	__na
13646	FF:13646-147B1	CNhs14485	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 02hr00min, biol_rep1	__na	__na
13645	FF:13645-147A9	CNhs14484	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 01hr40min, biol_rep3	__na	__na
13644	FF:13644-147A8	CNhs14483	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 01hr40min, biol_rep2	__na	__na
13643	FF:13643-147A7	CNhs14482	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 01hr40min, biol_rep1	__na	__na
13642	FF:13642-147A6	CNhs14480	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 01hr20min, biol_rep3	__na	__na
13641	FF:13641-147A5	CNhs14479	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 01hr20min, biol_rep2	__na	__na
13640	FF:13640-147A4	CNhs14478	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 01hr20min, biol_rep1	__na	__na
13639	FF:13639-147A3	CNhs14477	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 01hr00min, biol_rep3	__na	__na
13638	FF:13638-147A2	CNhs14476	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 01hr00min, biol_rep2	__na	__na
13637	FF:13637-147A1	CNhs14475	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 01hr00min, biol_rep1	__na	__na
13636	FF:13636-146I9	CNhs14474	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr45min, biol_rep3	__na	__na
13635	FF:13635-146I8	CNhs14473	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr45min, biol_rep2	__na	__na
13634	FF:13634-146I7	CNhs14472	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr45min, biol_rep1	__na	__na
13633	FF:13633-146I6	CNhs14471	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr30min, biol_rep3	__na	__na
13632	FF:13632-146I5	CNhs14470	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr30min, biol_rep2	__na	__na
13631	FF:13631-146I4	CNhs14469	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr30min, biol_rep1	__na	__na
13630	FF:13630-146I3	CNhs14468	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr15min, biol_rep3	__na	__na
13629	FF:13629-146I2	CNhs14467	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr15min, biol_rep2	__na	__na
13628	FF:13628-146I1	CNhs14466	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr15min, biol_rep1	__na	__na
13627	FF:13627-146H9	CNhs14465	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr00min, biol_rep3	__na	__na
13626	FF:13626-146H8	CNhs14464	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr00min, biol_rep2	__na	__na
13625	FF:13625-146H7	CNhs14463	__na	__na	__na	__na	timecourse	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr00min, biol_rep1	__na	__na
13579	FF:13579-146C6	CNhs14446	__na	__na	__na	__na	timecourse	COBL-a rinderpest(-C) infection, 48hr, biol_rep3	__na	__na
13578	FF:13578-146C5	CNhs14445	__na	__na	__na	__na	timecourse	COBL-a rinderpest(-C) infection, 48hr, biol_rep2	__na	__na
13577	FF:13577-146C4	CNhs14444	__na	__na	__na	__na	timecourse	COBL-a rinderpest(-C) infection, 48hr, biol_rep1	__na	__na
13576	FF:13576-146C3	CNhs14443	__na	__na	__na	__na	timecourse	COBL-a rinderpest(-C) infection, 24hr, biol_rep3	__na	__na
13575	FF:13575-146C2	CNhs14442	__na	__na	__na	__na	timecourse	COBL-a rinderpest(-C) infection, 24hr, biol_rep2	__na	__na
13574	FF:13574-146C1	CNhs14441	__na	__na	__na	__na	timecourse	COBL-a rinderpest(-C) infection, 24hr, biol_rep1	__na	__na
13573	FF:13573-146B9	CNhs14440	__na	__na	__na	__na	timecourse	COBL-a rinderpest(-C) infection, 12hr, biol_rep3	__na	__na
13572	FF:13572-146B8	CNhs14439	__na	__na	__na	__na	timecourse	COBL-a rinderpest(-C) infection, 12hr, biol_rep2	__na	__na
13571	FF:13571-146B7	CNhs14438	__na	__na	__na	__na	timecourse	COBL-a rinderpest(-C) infection, 12hr, biol_rep1	__na	__na
13570	FF:13570-146B6	CNhs14437	__na	__na	__na	__na	timecourse	COBL-a rinderpest(-C) infection, 06hr, biol_rep3	__na	__na
13569	FF:13569-146B5	CNhs14436	__na	__na	__na	__na	timecourse	COBL-a rinderpest(-C) infection, 06hr, biol_rep2	__na	__na
13568	FF:13568-146B4	CNhs14435	__na	__na	__na	__na	timecourse	COBL-a rinderpest(-C) infection, 06hr, biol_rep1	__na	__na
13567	FF:13567-146B3	CNhs14434	__na	__na	__na	__na	timecourse	COBL-a rinderpest infection, 48hr, biol_rep3	__na	__na
13566	FF:13566-146B2	CNhs14432	__na	__na	__na	__na	timecourse	COBL-a rinderpest infection, 48hr, biol_rep2	__na	__na
13565	FF:13565-146B1	CNhs14431	__na	__na	__na	__na	timecourse	COBL-a rinderpest infection, 48hr, biol_rep1	__na	__na
13564	FF:13564-146A9	CNhs14430	__na	__na	__na	__na	timecourse	COBL-a rinderpest infection, 24hr, biol_rep3	__na	__na
13563	FF:13563-146A8	CNhs14429	__na	__na	__na	__na	timecourse	COBL-a rinderpest infection, 24hr, biol_rep2	__na	__na
13562	FF:13562-146A7	CNhs14428	__na	__na	__na	__na	timecourse	COBL-a rinderpest infection, 24hr, biol_rep1	__na	__na
13561	FF:13561-146A6	CNhs14427	__na	__na	__na	__na	timecourse	COBL-a rinderpest infection, 12hr, biol_rep3	__na	__na
13560	FF:13560-146A5	CNhs14426	__na	__na	__na	__na	timecourse	COBL-a rinderpest infection, 12hr, biol_rep2	__na	__na
13559	FF:13559-146A4	CNhs14425	__na	__na	__na	__na	timecourse	COBL-a rinderpest infection, 12hr, biol_rep1	__na	__na
13558	FF:13558-146A3	CNhs14424	__na	__na	__na	__na	timecourse	COBL-a rinderpest infection, 06hr, biol_rep3	__na	__na
13557	FF:13557-146A2	CNhs14423	__na	__na	__na	__na	timecourse	COBL-a rinderpest infection, 06hr, biol_rep2	__na	__na
13556	FF:13556-146A1	CNhs14422	__na	__na	__na	__na	timecourse	COBL-a rinderpest infection, 06hr, biol_rep1	__na	__na
13555	FF:13555-145I9	CNhs14421	__na	__na	__na	__na	timecourse	COBL-a rinderpest infection, 00hr, biol_rep3	__na	__na
13554	FF:13554-145I8	CNhs14420	__na	__na	__na	__na	timecourse	COBL-a rinderpest infection, 00hr, biol_rep2	__na	__na
13553	FF:13553-145I7	CNhs14419	__na	__na	__na	__na	timecourse	COBL-a rinderpest infection, 00hr, biol_rep1	__na	__na
13552	FF:13552-145I6	CNhs14418	__na	__na	__na	__na	timecourse	293SLAM rinderpest infection, 24hr, biol_rep3	__na	__na
13551	FF:13551-145I5	CNhs14417	__na	__na	__na	__na	timecourse	293SLAM rinderpest infection, 24hr, biol_rep2	__na	__na
13550	FF:13550-145I4	CNhs14416	__na	__na	__na	__na	timecourse	293SLAM rinderpest infection, 24hr, biol_rep1	__na	__na
13549	FF:13549-145I3	CNhs14415	__na	__na	__na	__na	timecourse	293SLAM rinderpest infection, 12hr, biol_rep3	__na	__na
13548	FF:13548-145I2	CNhs14414	__na	__na	__na	__na	timecourse	293SLAM rinderpest infection, 12hr, biol_rep2	__na	__na
13547	FF:13547-145I1	CNhs14413	__na	__na	__na	__na	timecourse	293SLAM rinderpest infection, 12hr, biol_rep1	__na	__na
13546	FF:13546-145H9	CNhs14412	__na	__na	__na	__na	timecourse	293SLAM rinderpest infection, 06hr, biol_rep3	__na	__na
13545	FF:13545-145H8	CNhs14411	__na	__na	__na	__na	timecourse	293SLAM rinderpest infection, 06hr, biol_rep2	__na	__na
13544	FF:13544-145H7	CNhs14410	__na	__na	__na	__na	timecourse	293SLAM rinderpest infection, 06hr, biol_rep1	__na	__na
13543	FF:13543-145H6	CNhs14408	__na	__na	__na	__na	timecourse	293SLAM rinderpest infection, 00hr, biol_rep3	__na	__na
13542	FF:13542-145H5	CNhs14407	__na	__na	__na	__na	timecourse	293SLAM rinderpest infection, 00hr, biol_rep2	__na	__na
13541	FF:13541-145H4	CNhs14406	__na	__na	__na	__na	timecourse	293SLAM rinderpest infection, 00hr, biol_rep1	__na	__na
13531	FF:13531-145G3	CNhs13971	__na	__na	__na	__na	timecourse	H1 embryonic stem cells differentiation to CD34+ HSC, day09, biol_rep3	__na	__na
13530	FF:13530-145G2	CNhs13970	__na	__na	__na	__na	timecourse	H1 embryonic stem cells differentiation to CD34+ HSC, day09, biol_rep2	__na	__na
13529	FF:13529-145G1	CNhs13969	__na	__na	__na	__na	timecourse	H1 embryonic stem cells differentiation to CD34+ HSC, day09, biol_rep1	__na	__na
13528	FF:13528-145F9	CNhs13968	__na	__na	__na	__na	timecourse	H1 embryonic stem cells differentiation to CD34+ HSC, day03, biol_rep3	__na	__na
13527	FF:13527-145F8	CNhs13966	__na	__na	__na	__na	timecourse	H1 embryonic stem cells differentiation to CD34+ HSC, day03, biol_rep2	__na	__na
13526	FF:13526-145F7	CNhs13965	__na	__na	__na	__na	timecourse	H1 embryonic stem cells differentiation to CD34+ HSC, day03, biol_rep1	__na	__na
13525	FF:13525-145F6	CNhs13964	__na	E003	__na	__na	timecourse	H1 embryonic stem cells differentiation to CD34+ HSC, day00, biol_rep3	H1 Cell Line	__na
13524	FF:13524-145F5	CNhs14068	__na	E003	__na	__na	timecourse	H1 embryonic stem cells differentiation to CD34+ HSC, day00, biol_rep2	H1 Cell Line	__na
13523	FF:13523-145F4	CNhs14067	__na	E003	__na	__na	timecourse	H1 embryonic stem cells differentiation to CD34+ HSC, day00, biol_rep1	H1 Cell Line	__na
13522	FF:13522-145F3	CNhs14613	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day12, Duchenne Muscular Dystrophy donor3	__na	__na
13521	FF:13521-145F2	CNhs14612	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day10, Duchenne Muscular Dystrophy donor3	__na	__na
13520	FF:13520-145F1	CNhs14611	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day08, Duchenne Muscular Dystrophy donor3	__na	__na
13519	FF:13519-145E9	CNhs14610	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day06, Duchenne Muscular Dystrophy donor3	__na	__na
13518	FF:13518-145E8	CNhs14609	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day04, Duchenne Muscular Dystrophy donor3	__na	__na
13516	FF:13516-145E6	CNhs14607	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day02, Duchenne Muscular Dystrophy donor3	__na	__na
13515	FF:13515-145E5	CNhs14606	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day01, Duchenne Muscular Dystrophy donor3	__na	__na
13514	FF:13514-145E4	CNhs14605	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day00, Duchenne Muscular Dystrophy donor3	__na	__na
13513	FF:13513-145E3	CNhs14604	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day12, Duchenne Muscular Dystrophy donor2	__na	__na
13512	FF:13512-145E2	CNhs14603	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day10, Duchenne Muscular Dystrophy donor2	__na	__na
13511	FF:13511-145E1	CNhs14602	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day08, Duchenne Muscular Dystrophy donor2	__na	__na
13510	FF:13510-145D9	CNhs14601	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day06, Duchenne Muscular Dystrophy donor2	__na	__na
13509	FF:13509-145D8	CNhs14600	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day04, Duchenne Muscular Dystrophy donor2	__na	__na
13508	FF:13508-145D7	CNhs14599	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day03, Duchenne Muscular Dystrophy donor2	__na	__na
13507	FF:13507-145D6	CNhs14598	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day02, Duchenne Muscular Dystrophy donor2	__na	__na
13506	FF:13506-145D5	CNhs14597	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day01, Duchenne Muscular Dystrophy donor2	__na	__na
13505	FF:13505-145D4	CNhs14596	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day00, Duchenne Muscular Dystrophy donor2	__na	__na
13504	FF:13504-145D3	CNhs14595	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day12, Duchenne Muscular Dystrophy donor1	__na	__na
13503	FF:13503-145D2	CNhs14594	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day10, Duchenne Muscular Dystrophy donor1	__na	__na
13502	FF:13502-145D1	CNhs14592	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day08, Duchenne Muscular Dystrophy donor1	__na	__na
13501	FF:13501-145C9	CNhs14591	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day06, Duchenne Muscular Dystrophy donor1	__na	__na
13500	FF:13500-145C8	CNhs14590	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day04, Duchenne Muscular Dystrophy donor1	__na	__na
13499	FF:13499-145C7	CNhs14589	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day03, Duchenne Muscular Dystrophy donor1	__na	__na
13498	FF:13498-145C6	CNhs14588	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day02, Duchenne Muscular Dystrophy donor1	__na	__na
13497	FF:13497-145C5	CNhs14587	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day01, Duchenne Muscular Dystrophy donor1	__na	__na
13496	FF:13496-145C4	CNhs14586	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day00, Duchenne Muscular Dystrophy donor1	__na	__na
13495	FF:13495-145C3	CNhs14585	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day12, control donor3	__na	__na
13494	FF:13494-145C2	CNhs14584	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day10, control donor3	__na	__na
13493	FF:13493-145C1	CNhs14583	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day08, control donor3	__na	__na
13492	FF:13492-145B9	CNhs14582	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day06, control donor3	__na	__na
13491	FF:13491-145B8	CNhs14581	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day04, control donor3	__na	__na
13490	FF:13490-145B7	CNhs14580	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day03, control donor3	__na	__na
13489	FF:13489-145B6	CNhs14579	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day02, control donor3	__na	__na
13488	FF:13488-145B5	CNhs14578	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day01, control donor3	__na	__na
13487	FF:13487-145B4	CNhs14577	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day00, control donor3	__na	__na
13486	FF:13486-145B3	CNhs14576	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day12, control donor2	__na	__na
13485	FF:13485-145B2	CNhs14575	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day10, control donor2	__na	__na
13484	FF:13484-145B1	CNhs14574	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day08, control donor2	__na	__na
13483	FF:13483-145A9	CNhs14573	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day06, control donor2	__na	__na
13482	FF:13482-145A8	CNhs14572	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day04, control donor2	__na	__na
13481	FF:13481-145A7	CNhs14571	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day03, control donor2	__na	__na
13480	FF:13480-145A6	CNhs14570	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day02, control donor2	__na	__na
13479	FF:13479-145A5	CNhs14568	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day01, control donor2	__na	__na
13478	FF:13478-145A4	CNhs14567	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day00, control donor2	__na	__na
13477	FF:13477-145A3	CNhs14566	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day12, control donor1	__na	__na
13476	FF:13476-145A2	CNhs13854	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day10, control donor1	__na	__na
13475	FF:13475-145A1	CNhs13853	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day08, control donor1	__na	__na
13474	FF:13474-144I9	CNhs13852	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day06, control donor1	__na	__na
13473	FF:13473-144I8	CNhs13851	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day04, control donor1	__na	__na
13472	FF:13472-144I7	CNhs13850	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day03, control donor1	__na	__na
13471	FF:13471-144I6	CNhs13849	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day02, control donor1	__na	__na
13470	FF:13470-144I5	CNhs13848	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day01, control donor1	__na	__na
13469	FF:13469-144I4	CNhs13847	__na	__na	__na	__na	timecourse	Myoblast differentiation to myotubes, day00, control donor1	__na	__na
13468	FF:13468-144I3	CNhs14066	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day18, rep3	__na	__na
13467	FF:13467-144I2	CNhs14065	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day12, rep3	__na	__na
13466	FF:13466-144I1	CNhs14064	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day06, rep3	__na	__na
13465	FF:13465-144H9	CNhs14063	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day00, rep3	__na	__na
13464	FF:13464-144H8	CNhs13922	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day18, rep2	__na	__na
13463	FF:13463-144H7	CNhs14062	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day12, rep2	__na	__na
13462	FF:13462-144H6	CNhs14061	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day06, rep2	__na	__na
13461	FF:13461-144H5	CNhs14060	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day00, rep2	__na	__na
13460	FF:13460-144H4	CNhs13838	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day18, rep1	__na	__na
13459	FF:13459-144H3	CNhs13837	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day12, rep1	__na	__na
13458	FF:13458-144H2	CNhs13836	__na	__na	__na	__na	timecourse	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day06, rep1	__na	__na
